date,open,high,low,close,volume
20221014093600,22390,22405,22390,22405,338
20221014093500,22380,22390,22380,22390,58
20221014093400,22380,22380,22380,22380,2952
20221014093300,22385,22385,22385,22385,4
20221014093200,22380,22385,22380,22385,53
20221014093100,22380,22380,22380,22380,46
20221014093000,22370,22380,22355,22380,1183
20221014092900,22350,22355,22350,22355,8
20221014092800,22370,22370,22350,22350,165
20221014092700,22380,22380,22380,22380,6
20221014092600,22375,22375,22365,22365,102
20221014092500,22365,22370,22365,22370,41
20221014092400,22355,22355,22355,22355,1
20221014092300,22360,22370,22350,22370,124
20221014092200,22355,22360,22355,22360,2532
20221014092100,22355,22355,22355,22355,200
20221014091800,22355,22355,22355,22355,2
20221014091700,22335,22335,22335,22335,73
20221014091600,22360,22360,22335,22335,1202
20221014091500,22365,22365,22360,22360,1802
20221014091400,22360,22370,22360,22370,4007
20221014091300,22375,22375,22360,22360,500
20221014091200,22385,22385,22385,22385,266
20221014091100,22390,22390,22390,22390,74
20221014091000,22400,22405,22400,22405,2
20221014090900,22405,22405,22400,22400,212
20221014090800,22440,22440,22420,22420,30
20221014090700,22425,22425,22415,22420,510
20221014090500,22395,22425,22395,22400,88
20221014090400,22430,22430,22410,22410,630
20221014090300,22420,22440,22415,22430,1099
20221014090200,22415,22425,22415,22420,242
20221014090100,22390,22425,22390,22425,640
20221014090000,22350,22385,22350,22385,1424
20221013153500,22055,22055,22055,22055,24
20221013153000,22055,22055,22055,22055,11125
20221013151900,22115,22115,22115,22115,45
20221013151800,22110,22120,22110,22115,611
20221013151700,22120,22120,22115,22120,283
20221013151600,22125,22125,22110,22120,199
20221013151500,22130,22130,22120,22125,26
20221013151400,22130,22130,22125,22130,310
20221013151300,22125,22135,22125,22130,190
20221013151200,22140,22140,22130,22140,96
20221013151100,22140,22140,22135,22140,179
20221013151000,22135,22140,22135,22140,84
20221013150900,22130,22135,22130,22135,52
20221013150800,22130,22135,22130,22135,297
20221013150700,22130,22130,22130,22130,130
20221013150600,22130,22130,22130,22130,15
20221013150500,22125,22125,22120,22120,821
20221013150400,22125,22125,22120,22125,87
20221013150300,22130,22130,22125,22125,179
20221013150200,22130,22130,22125,22130,834
20221013150100,22130,22130,22130,22130,108
20221013150000,22135,22135,22130,22130,139
20221013145900,22145,22145,22135,22135,329
20221013145800,22145,22145,22140,22145,183
20221013145700,22145,22145,22145,22145,257
20221013145600,22145,22145,22145,22145,136
20221013145500,22150,22150,22145,22145,102
20221013145400,22150,22150,22145,22150,133
20221013145300,22150,22150,22150,22150,90
20221013145200,22155,22155,22150,22150,105
20221013145100,22155,22155,22155,22155,89
20221013145000,22155,22155,22150,22155,195
20221013144900,22155,22155,22150,22150,82
20221013144800,22160,22160,22150,22155,427
20221013144700,22165,22165,22155,22160,213
20221013144600,22165,22165,22165,22165,69
20221013144500,22170,22170,22160,22165,100
20221013144400,22175,22175,22165,22170,151
20221013144300,22170,22175,22170,22175,76
20221013144200,22160,22170,22160,22170,222
20221013144100,22155,22160,22155,22160,645
20221013144000,22155,22155,22140,22155,98
20221013143900,22155,22155,22155,22155,91
20221013143800,22160,22160,22155,22160,162
20221013143700,22160,22160,22150,22160,286
20221013143600,22160,22160,22160,22160,185
20221013143500,22155,22160,22155,22160,22
20221013143400,22155,22155,22150,22155,243
20221013143300,22150,22150,22150,22150,191
20221013143200,22135,22140,22135,22140,62
20221013143100,22125,22135,22125,22135,146
20221013143000,22120,22125,22120,22125,96
20221013142900,22130,22130,22115,22125,49
20221013142800,22125,22130,22125,22130,142
20221013142700,22125,22125,22120,22125,135
20221013142600,22125,22125,22110,22115,87
20221013142500,22125,22125,22125,22125,75
20221013142400,22125,22125,22120,22125,129
20221013142300,22115,22120,22110,22120,151
20221013142200,22105,22115,22105,22115,78
20221013142100,22100,22110,22100,22105,7934
20221013142000,22110,22120,22100,22100,2543
20221013141900,22110,22110,22105,22110,109
20221013141800,22120,22120,22115,22115,248
20221013141700,22125,22125,22120,22120,24
20221013141600,22130,22130,22120,22125,203
20221013141500,22135,22135,22130,22130,125
20221013141400,22130,22135,22130,22135,114
20221013141300,22130,22130,22130,22130,61
20221013141200,22130,22130,22125,22130,187
20221013141100,22130,22130,22130,22130,152
20221013141000,22125,22130,22125,22130,1644
20221013140900,22120,22135,22120,22135,3779
20221013140800,22115,22115,22115,22115,135
20221013140700,22115,22120,22105,22105,2271
20221013140600,22115,22115,22110,22110,206
20221013140500,22110,22115,22110,22115,2553
20221013140400,22135,22135,22115,22120,338
20221013140300,22145,22145,22130,22135,6301
20221013140200,22145,22150,22140,22140,1020
20221013140100,22150,22155,22145,22155,124
20221013140000,22145,22160,22140,22155,341
20221013135900,22150,22150,22140,22140,866
20221013135800,22155,22170,22155,22170,245
20221013135700,22160,22160,22150,22155,211
20221013135600,22155,22160,22140,22160,176
20221013135500,22150,22150,22150,22150,119
20221013135400,22150,22150,22145,22150,109
20221013135300,22150,22150,22145,22150,3702
20221013135200,22160,22160,22155,22155,95
20221013135100,22155,22165,22150,22165,949
20221013135000,22155,22155,22155,22155,70
20221013134900,22165,22165,22155,22155,58
20221013134800,22155,22165,22150,22165,1244
20221013134700,22155,22160,22150,22155,3209
20221013134600,22165,22165,22155,22155,2454
20221013134500,22175,22175,22160,22165,222
20221013134400,22165,22175,22165,22175,163
20221013134300,22175,22175,22170,22175,98
20221013134200,22170,22175,22170,22175,93
20221013134100,22180,22180,22165,22170,248
20221013134000,22180,22180,22180,22180,39
20221013133900,22170,22180,22170,22180,159
20221013133800,22175,22185,22170,22170,212
20221013133700,22195,22195,22175,22175,158
20221013133600,22190,22195,22190,22195,137
20221013133500,22200,22200,22180,22190,312
20221013133400,22195,22200,22195,22200,205
20221013133300,22190,22195,22190,22195,163
20221013133200,22175,22185,22175,22185,52
20221013133100,22170,22175,22160,22175,124
20221013133000,22165,22170,22165,22170,106
20221013132900,22165,22170,22160,22160,130
20221013132800,22165,22165,22165,22165,102
20221013132700,22155,22165,22155,22165,94
20221013132600,22165,22165,22155,22155,152
20221013132500,22170,22170,22165,22165,165
20221013132400,22160,22170,22160,22170,118
20221013132300,22170,22170,22170,22170,46
20221013132200,22175,22175,22165,22170,161
20221013132100,22170,22175,22170,22175,125
20221013132000,22175,22175,22170,22170,49
20221013131900,22180,22180,22175,22175,208
20221013131800,22180,22180,22165,22180,308
20221013131700,22180,22180,22175,22175,23
20221013131600,22170,22180,22170,22180,231
20221013131500,22150,22165,22150,22165,152
20221013131400,22155,22155,22150,22150,74
